,id,line,class_value,path,testName,verdict,contents,class_name
94,0,0,1,0,0,0,"29,11 @@ Include the plugin as a dependency in your Maven project.",build_status
95,0,0,1,0,0,0,# How to use the plugin?,build_status
96,0,0,1,0,0,0,"If you want to know how to configure the plugin, have a look at the example pom.xml:",build_status
97,0,0,1,0,0,0,https://github.com/eirslett/frontend-maven-plugin/blob/frontend-maven-plugin-0.0.6/src/it/example/pom.xml,build_status
98,0,0,1,0,0,0,"1,4 @@",build_status
99,0,0,1,0,0,0,jdk:,build_status
100,0,0,1,0,0,0,  - openjdk6,build_status
101,0,0,1,0,0,0,++ b/src/main/java/com/github/eirslett/maven/plugins/frontend/GruntMojo.java,build_status
102,0,0,1,0,0,0,"20,7 @@ public final class GruntMojo extends AbstractMojo {",build_status
103,0,0,1,0,0,0,    private String arguments;,build_status
104,0,0,1,0,0,0,"29,8 @@ public final class GruntMojo extends AbstractMojo {",build_status
105,0,0,1,0,0,0,"""/node_modules/grunt-cli/bin/grunt"".replace(""/"", File.separator);",build_status
106,0,0,1,0,0,0,""")));",build_status
107,0,0,1,0,0,0,"	    if(arguments != null && !arguments.equals(""null"") && !arguments.isEmpty()) {",build_status
108,0,0,1,0,0,0,"		    commands.addAll(Arrays.asList(arguments.split(""\\s+"")));",build_status
109,0,0,1,0,0,0,    <version>0.0.7</version>,build_status
110,0,0,1,0,0,0,"33,7 @@ Include the plugin as a dependency in your Maven project.",build_status
111,0,0,1,0,0,0,https://github.com/eirslett/frontend-maven-plugin/blob/master/src/it/example/pom.xml,build_status
112,0,0,1,0,0,0,++ b/src/main/java/com/github/eirslett/maven/plugins/frontend/NpmMojo.java,build_status
113,0,0,1,0,0,0,"12,22 @@ import org.apache.maven.plugins.annotations.Parameter;",build_status
114,0,0,1,0,0,0,"@Mojo(name=""npm"",  defaultPhase = LifecyclePhase.GENERATE_RESOURCES)",build_status
115,0,0,1,0,0,0,public final class NpmMojo extends AbstractMojo {,build_status
116,0,0,1,0,0,0,"    @Parameter(defaultValue = ""install"", property = ""command"", required = false)",build_status
117,0,0,1,0,0,0,    private String command;,build_status
118,0,0,1,0,0,0,workingDirectory.toString());,build_status
119,0,0,1,0,0,0,"        getLog().info(""Running NPM '"" + command + ""' in ""+workingDirectory.toString());",build_status
120,0,0,1,0,0,0," normalize(""/node/npm/bin/npm-cli.js"");",build_status
121,0,0,1,0,0,1,"        int result = new NodeExecutor(workingDirectory, Arrays.asList(npmPath, command)).executeAndRedirectOutput(getLog());",build_status
122,0,0,1,0,0,0,"            throw new MojoFailureException(""NPM '"" + command + ""' failed."");",build_status
123,0,0,1,0,0,0,"2,8 @@ package com.github.eirslett.maven.plugins.frontend;",build_status
124,0,0,1,0,0,0,import java.util.LinkedList;,build_status
125,0,0,1,0,0,0,import java.util.List;,build_status
126,0,0,1,0,0,0,"20,22 @@ public final class NpmMojo extends AbstractMojo {",build_status
127,0,0,1,0,0,0,"    @Parameter(defaultValue = ""install"", property = ""arguments"", required = false)",build_status
128,0,0,1,0,0,0," command + ""' in ""+workingDirectory.toString());",build_status
129,0,0,1,0,0,0,"        getLog().info(""Running 'npm "" + arguments + ""' in ""+workingDirectory.toString());",build_status
130,0,0,1,0,0,0,        List<String> commands = new LinkedList<String>(Arrays.asList(npmPath));,build_status
131,0,0,1,0,0,0,"        if(arguments != null && !arguments.equals(""null"") && !arguments.isEmpty()) {",build_status
132,0,0,1,0,0,0,"            commands.addAll(Arrays.asList(arguments.split(""\\s+"")));",build_status
133,0,0,1,0,0,0,        },build_status
134,0,0,1,0,0,1,"        int result = new NodeExecutor(workingDirectory, commands).executeAndRedirectOutput(getLog());",build_status
135,0,0,1,0,0,0," command + ""' failed."");",build_status
136,0,0,1,0,0,0,"            throw new MojoFailureException(""'npm ""+arguments+""' failed."");",build_status
137,0,0,1,0,0,0,"35,11 @@ public final class GruntMojo extends AbstractMojo {",build_status
138,0,0,1,0,0,0,"        final String noColor = ""--no-color"";",build_status
139,0,0,1,0,0,0,        if(!commands.contains(noColor)){,build_status
140,0,0,1,0,0,0,            commands.add(noColor);,build_status
141,0,0,1,0,0,0,"33,11 @@ public final class NpmMojo extends AbstractMojo {",build_status
142,0,0,1,0,0,0,"arguments+""' failed."");",build_status
143,0,0,1,0,0,0,++ b/src/main/java/com/github/eirslett/maven/plugins/frontend/FileDownloader.java,build_status
144,0,0,1,0,0,0,"25,7 @@ final class DefaultFileDownloader implements FileDownloader {",build_status
145,0,0,1,0,0,0,            FileOutputStream fos = new FileOutputStream(destination);,build_status
146,0,0,1,0,0,0,++ b/src/main/java/com/github/eirslett/maven/plugins/frontend/NodeTaskExecutor.java,build_status
147,0,0,1,0,0,0,"7,9 @@ import java.util.ArrayList;",build_status
148,0,0,1,0,0,0,import static com.github.eirslett.maven.plugins.frontend.Utils.implode;,build_status
149,0,0,1,0,0,0,import static com.github.eirslett.maven.plugins.frontend.Utils.prepend;,build_status
150,0,0,1,0,0,0,"26,35 @@ public abstract class NodeTaskExecutor {",build_status
151,0,0,1,0,0,0, normalize(taskLocation);,build_status
152,0,0,1,0,0,0," taskToString(taskName, arguments) + "" in "" + workingDirectory);",build_status
153,0,0,1,0,0,0,    public final void execute(String args) throws TaskRunnerException {,build_status
154,0,0,1,0,0,0,        final String absoluteTaskLocation = workingDirectory + normalize(taskLocation);,build_status
155,0,0,1,0,0,0,        final List<String> arguments = getArguments(args);,build_status
156,0,0,1,0,0,0,"        logger.info(""Running "" + taskToString(taskName, arguments) + "" in "" + workingDirectory);",build_status
157,0,0,1,0,0,0,        try {,build_status
158,0,0,1,0,0,1,"            final int result = new NodeExecutor(workingDirectory, prepend(absoluteTaskLocation, arguments), platform).executeAndRedirectOutput(logger);",build_status
159,0,0,1,0,0,0,"taskName+"" ""+arguments+""' failed."");",build_status
160,0,0,1,0,0,0,"                throw new TaskRunnerException(taskToString(taskName, arguments) + "" failed. (error code ""+result+"")"");",build_status
161,0,0,1,0,0,0," "" failed."");",build_status
162,0,0,1,0,0,0," taskName + "" "" + arguments + ""'"";",build_status
163,0,0,1,0,0,0,    private List<String> getArguments(String args) {,build_status
164,0,0,1,0,0,0,        List<String> arguments =  new ArrayList<String>();,build_status
165,0,0,1,0,0,0,"        if(args != null && !args.equals(""null"") && !args.isEmpty()) {",build_status
166,0,0,1,0,0,0,"            arguments.addAll(Arrays.asList(args.split(""\\s+"")));",build_status
167,0,0,1,0,0,0,        if(!arguments.contains(noColor)){,build_status
168,0,0,1,0,0,0,            arguments.add(noColor);,build_status
169,0,0,1,0,0,0,        return arguments;,build_status
170,0,0,1,0,0,0,    },build_status
171,0,0,1,0,0,0,"    private static String taskToString(String taskName, List<String> commands) {",build_status
172,0,0,1,0,0,0,"        return ""'"" + taskName + "" "" + implode("" "",commands) + ""'"";",build_status
173,0,0,1,0,0,0,"9,6 @@ import org.apache.maven.plugins.annotations.LifecyclePhase;",build_status
174,0,0,1,0,0,0,"37,4 @@ public final class NpmMojo extends AbstractMojo {",build_status
175,0,0,1,0,0,0,++ b/src/main/java/com/github/eirslett/maven/plugins/frontend/Utils.java,build_status
176,0,0,1,0,0,0,"19,15 @@ final class Utils {",build_status
177,0,0,1,0,0,0,"    public static String implode(String separator, List<String> elements){",build_status
178,0,0,1,0,0,0,"        String s = """";",build_status
179,0,0,1,0,0,0,        for(int i = 0; i < elements.size(); i++){,build_status
180,0,0,1,0,0,0,            if(i > 0){,build_status
181,0,0,1,0,0,0,"                s += "" "";",build_status
182,0,0,1,0,0,0,            s += elements.get(i);,build_status
183,0,0,1,0,0,0,        return s;,build_status
184,0,0,1,0,0,0,"31,6 @@ public final class NpmMojo extends AbstractMojo {",build_status
185,0,0,1,0,0,0,"Platform.guess().toString()+"", ""+workingDirectory+"").execute(""+arguments+"")"");",build_status
186,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/README.md,build_status
187,0,0,1,0,0,0,1 @@,build_status
188,0,0,1,0,0,0,Here are some helper scripts. Put them in your working directory (the same directory as your package.json file),build_status
189,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/grunt,build_status
190,0,0,1,0,0,0,#!/bin/sh,build_status
191,0,0,1,0,0,0,"""node/node"" ""node_modules/grunt-cli/bin/grunt"" ""$@""",build_status
192,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/grunt.cmd,build_status
193,0,0,1,0,0,0,@echo off,build_status
194,0,0,1,0,0,0,%~dp0node/node node_modules/grunt-cli/bin/grunt %*,build_status
195,0,0,1,0,0,0,@echo on,build_status
196,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/karma,build_status
197,0,0,1,0,0,0,"""node/node"" ""node_modules/karma/bin/karma"" ""$@""",build_status
198,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/karma.cmd,build_status
199,0,0,1,0,0,0,%~dp0node/node node_modules/karma/bin/karma %*,build_status
200,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/npm,build_status
201,0,0,1,0,0,0,"""node/node"" ""node/npm/bin/npm-cli.js"" ""$@""",build_status
202,0,0,1,0,0,0,++ b/src/it/example/helper-scripts/npm.cmd,build_status
203,0,0,1,0,0,0,%~dp0node/node node/npm/bin/npm-cli.js %*,build_status
204,0,0,1,0,0,0,"35,10 @@ Have a look at the example project, to see how it should be set up!",build_status
205,0,0,1,0,0,0,# Helper scripts,build_status
206,0,0,1,0,0,0,"During development, it's convenient to have the ""npm"", ""grunt"" and ""karma"" commands",build_status
207,0,1,1,0,0,0,"available on the command line. If you want that, use [those helper scripts](https://github.com/eirslett/frontend-maven-plugin/tree/master/src/it/example/helper-scripts)!",build_status
208,0,0,1,0,0,0,"18,7 @@ laptops, but backend developers can run a clean build without even installing No",build_status
209,0,0,1,0,0,0,[Here is an example for you!](https://github.com/eirslett/frontend-maven-plugin/tree/master/frontend-maven-plugin/src/it/example),build_status
210,0,0,1,0,0,0,"33,11 @@ Include the plugin as a dependency in your Maven project.",build_status
211,0,0,1,0,0,0,https://github.com/eirslett/frontend-maven-plugin/blob/master/frontend-maven-plugin/src/it/example/pom.xml,build_status
212,0,1,1,0,0,0,"available on the command line. If you want that, use [those helper scripts](https://github.com/eirslett/frontend-maven-plugin/tree/master/frontend-maven-plugin/src/it/example/helper-scripts)!",build_status
213,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/FrontendPluginFactory.java,build_status
214,0,0,1,0,0,0,import org.slf4j.LoggerFactory;,build_status
215,0,0,1,0,0,0,"        return getNodeAndNPMInstaller(workingDirectory, getDefaultLogger());",build_status
216,0,0,1,0,0,0,"25,7 @@ public final class FrontendPluginFactory {",build_status
217,0,0,1,0,0,0,"        return getNpmRunner(workingDirectory, getDefaultLogger());",build_status
218,0,0,1,0,0,0,"33,7 @@ public final class FrontendPluginFactory {",build_status
219,0,0,1,0,0,0,"        return getGruntRunner(workingDirectory, getDefaultLogger());",build_status
220,0,0,1,0,0,0,"41,14 @@ public final class FrontendPluginFactory {",build_status
221,0,0,1,0,0,0,"        return getKarmaRunner(workingDirectory, getDefaultLogger());",build_status
222,0,0,1,0,0,0,    private static Logger getDefaultLogger(){,build_status
223,0,0,1,0,0,0,"        return LoggerFactory.getLogger(""Frontend Plugin"");",build_status
224,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/FileDownloader.java,build_status
225,0,0,1,0,0,0,"1,6 @@",build_status
226,0,0,1,0,0,0,import org.apache.commons.io.FilenameUtils;,build_status
227,0,0,1,0,0,0,"22,7 @@ interface FileDownloader {",build_status
228,0,0,1,0,0,0,            new File(FilenameUtils.getPath(destination)).mkdirs();,build_status
229,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/NodeAndNPMInstaller.java,build_status
230,0,0,1,0,0,0,"6,8 @@ import java.io.IOException;",build_status
231,0,0,1,0,0,0,import org.apache.commons.io.FileUtils;,build_status
232,0,0,1,0,0,0,    <version>0.0.9</version>,build_status
233,0,0,1,0,0,0,++ b/frontend-maven-plugin/src/main/java/com/github/eirslett/maven/plugins/frontend/mojo/GruntMojo.java,build_status
234,0,0,1,0,0,0,"24,7 @@ public final class GruntMojo extends AbstractMojo {",build_status
235,0,0,1,0,0,0,"    @Parameter(property = ""arguments"")",build_status
236,0,0,1,0,0,0,++ b/frontend-maven-plugin/src/main/java/com/github/eirslett/maven/plugins/frontend/mojo/InstallNodeAndNpmMojo.java,build_status
237,0,0,1,0,0,0,"18,19 @@ public final class InstallNodeAndNpmMojo extends AbstractMojo {",build_status
238,0,0,1,0,0,0,"    @Parameter(property = ""workingDirectory"", defaultValue = ""${basedir}"")",build_status
239,0,0,1,0,0,0,"    @Parameter(property=""nodeVersion"", required = true)",build_status
240,0,0,1,0,0,0,"    @Parameter(property = ""npmVersion"", required = true)",build_status
241,0,0,1,0,0,0,++ b/frontend-maven-plugin/src/main/java/com/github/eirslett/maven/plugins/frontend/mojo/KarmaRunMojo.java,build_status
242,0,0,1,0,0,0,"25,7 @@ public final class KarmaRunMojo extends AbstractMojo {",build_status
243,0,0,1,0,0,0,"    @Parameter(defaultValue = ""karma.conf.js"", property = ""karmaConfPath"")",build_status
244,0,0,1,0,0,0,"30,8 @@ public final class GruntMojo extends AbstractMojo {",build_status
245,0,0,1,0,0,0,            MojoUtils.setSLF4jLogger(getLog());,build_status
246,0,0,1,0,0,0,            new FrontendPluginFactory(workingDirectory).getGruntRunner(),build_status
247,0,0,1,0,0,0,"2,14 @@ package com.github.eirslett.maven.plugins.frontend.mojo;",build_status
248,0,0,1,0,0,0,import org.apache.maven.execution.MavenSession;,build_status
249,0,0,1,0,0,0,import org.apache.maven.settings.Proxy;,build_status
250,0,0,1,0,0,0,"35,14 @@ public final class InstallNodeAndNpmMojo extends AbstractMojo {",build_status
251,0,0,1,0,0,0,"    @Parameter(property = ""session"", defaultValue = ""${session}"", readonly = true)",build_status
252,0,0,1,0,0,0,    private MavenSession session;,build_status
253,0,0,1,0,0,0,"            new FrontendPluginFactory(workingDirectory).getNodeAndNPMInstaller().install(nodeVersion, npmVersion);",build_status
254,0,0,1,0,0,0,"10,7 @@ import org.apache.maven.plugin.MojoFailureException;",build_status
255,0,0,1,0,0,0,"37,11 @@ public final class KarmaRunMojo extends AbstractMojo {",build_status
256,0,0,1,0,0,0,"                LoggerFactory.getLogger(KarmaRunMojo.class).info(""Skipping karma tests."");",build_status
257,0,0,1,0,0,0,                new FrontendPluginFactory(workingDirectory).getKarmaRunner(),build_status
258,0,0,1,0,0,0, karmaConfPath);,build_status
259,0,0,1,0,0,0,++ b/frontend-maven-plugin/src/main/java/com/github/eirslett/maven/plugins/frontend/mojo/MojoUtils.java,build_status
260,0,0,1,0,0,0,"1,9 @@",build_status
261,0,0,1,0,0,0,"13,11 @@ class MojoUtils {",build_status
262,0,0,1,0,0,0,""": ""+e.getCause().getMessage());",build_status
263,0,0,1,0,0,0,    static void setSLF4jLogger(Log log){,build_status
264,0,0,1,0,0,0,    static Proxy getProxy(MavenSession mavenSession){,build_status
265,0,0,1,0,0,0,        return mavenSession.getSettings().getActiveProxy();,build_status
266,0,0,1,0,0,0,++ b/frontend-maven-plugin/src/main/java/com/github/eirslett/maven/plugins/frontend/mojo/NpmMojo.java,build_status
267,0,0,1,0,0,0,"12,7 @@ import org.apache.maven.plugins.annotations.Mojo;",build_status
268,0,0,1,0,0,0,import static com.github.eirslett.maven.plugins.frontend.mojo.MojoUtils.setSLF4jLogger;,build_status
269,0,0,1,0,0,0,"32,8 @@ public final class NpmMojo extends AbstractMojo {",build_status
270,0,0,1,0,0,0,            setSLF4jLogger(getLog());,build_status
271,0,0,1,0,0,0,            new FrontendPluginFactory(workingDirectory).getNpmRunner(),build_status
272,0,0,1,0,0,0,"8,29 @@ import java.io.File;",build_status
273,0,0,1,0,0,0,    private final File workingDirectory;,build_status
274,0,0,1,0,0,0,    public FrontendPluginFactory(File workingDirectory){,build_status
275,0,0,1,0,0,0,        this.workingDirectory = workingDirectory;,build_status
276,0,0,1,0,0,0,    public NodeAndNPMInstaller getNodeAndNPMInstaller(){,build_status
277,0,0,1,0,0,0,    public NpmRunner getNpmRunner() {,build_status
278,0,0,1,0,0,0,"        return new DefaultNpmRunner(defaultPlatform, workingDirectory);",build_status
279,0,0,1,0,0,0,    public GruntRunner getGruntRunner(){,build_status
280,0,0,1,0,0,0,"        return new DefaultGruntRunner(defaultPlatform, workingDirectory);",build_status
281,0,0,1,0,0,0,    public KarmaRunner getKarmaRunner(){,build_status
282,0,0,1,0,0,0,"        return new DefaultKarmaRunner(defaultPlatform, workingDirectory);",build_status
283,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/GruntRunner.java,build_status
284,0,0,1,0,0,0,"1,5 @@",build_status
285,0,0,1,0,0,0,"10,7 @@ final class DefaultGruntRunner extends NodeTaskExecutor implements GruntRunner {",build_status
286,0,0,1,0,0,0,"    DefaultGruntRunner(Platform platform, File workingDirectory) {",build_status
287,0,0,1,0,0,0,"        super(TASK_NAME, TASK_LOCATION, workingDirectory, platform);",build_status
288,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/KarmaRunner.java,build_status
289,0,0,1,0,0,0,"10,7 @@ final class DefaultKarmaRunner extends NodeTaskExecutor implements KarmaRunner {",build_status
290,0,0,1,0,0,0,"    DefaultKarmaRunner(Platform platform, File workingDirectory) {",build_status
291,0,0,1,0,0,0,"9,7 @@ import java.util.HashMap;",build_status
292,0,0,1,0,0,0,"22,9 @@ final class DefaultNodeAndNPMInstaller implements NodeAndNPMInstaller {",build_status
293,0,0,1,0,0,0,"    DefaultNodeAndNPMInstaller(File workingDirectory, Platform platform, ArchiveExtractor archiveExtractor, FileDownloader fileDownloader) {",build_status
294,0,0,1,0,0,0,        this.logger = LoggerFactory.getLogger(getClass());,build_status
295,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/NodeTaskExecutor.java,build_status
296,0,0,1,0,0,0,"19,8 @@ abstract class NodeTaskExecutor {",build_status
297,0,0,1,0,0,0,"    public NodeTaskExecutor(String taskName, String taskLocation, File workingDirectory, Platform platform) {",build_status
298,0,0,1,0,0,0,++ b/frontend-plugin-core/src/main/java/com/github/eirslett/maven/plugins/frontend/lib/NpmRunner.java,build_status
299,0,0,1,0,0,0,"10,7 @@ final class DefaultNpmRunner extends NodeTaskExecutor implements NpmRunner {",build_status
300,0,0,1,0,0,0,"    public DefaultNpmRunner(Platform platform, File workingDirectory) {",build_status
301,0,0,1,0,0,0,"2,7 @@ package com.github.eirslett.maven.plugins.frontend.mojo;",build_status
302,0,0,1,0,0,0,import com.github.eirslett.maven.plugins.frontend.lib.ProxyConfig;,build_status
303,0,0,1,0,0,0,"10,6 @@ import org.apache.maven.plugin.MojoFailureException;",build_status
304,0,0,1,0,0,0,"41,8 @@ public final class InstallNodeAndNpmMojo extends AbstractMojo {",build_status
305,0,0,1,0,0,0,            ProxyConfig proxyConfig = MojoUtils.getProxyConfig(session);,build_status
306,0,0,1,0,0,0,"            new FrontendPluginFactory(workingDirectory, proxyConfig).getNodeAndNPMInstaller().install(nodeVersion, npmVersion);",build_status
307,0,0,1,0,0,0,"1,10 @@",build_status
308,0,0,1,0,0,0,"16,22 @@ class MojoUtils {",build_status
309,0,0,1,0,0,0,    static ProxyConfig getProxyConfig(MavenSession mavenSession){,build_status
310,0,0,1,0,0,0,        if(,build_status
311,0,0,1,0,0,0,                mavenSession == null ||,build_status
312,0,0,1,0,0,0,                mavenSession.getSettings() == null ||,build_status
313,0,0,1,0,0,0,                mavenSession.getSettings().getActiveProxy() == null ||,build_status
314,0,0,1,0,0,0,                !mavenSession.getSettings().getActiveProxy().isActive(),build_status
315,0,0,1,0,0,0,                ){,build_status
316,0,0,1,0,0,0,            return null;,build_status
317,0,0,1,0,0,0,            Proxy mavenProxy = mavenSession.getSettings().getActiveProxy();,build_status
318,0,0,1,0,0,0,            return new ProxyConfig(,build_status
319,0,0,1,0,0,0,"                    mavenProxy.getProtocol(),",build_status
320,0,0,1,0,0,0,"                    mavenProxy.getHost(),",build_status
321,0,0,1,0,0,0,"                    mavenProxy.getPort(),",build_status
322,0,0,1,0,0,0,"                    mavenProxy.getUsername(),",build_status
323,0,0,1,0,0,0,                    mavenProxy.getPassword());,build_status
324,0,0,1,0,0,0,import org.apache.http.HttpHost;,build_status
325,0,0,1,0,0,0,import org.apache.http.auth.AuthScope;,build_status
326,0,0,1,0,0,0,import org.apache.http.auth.UsernamePasswordCredentials;,build_status
